Date,Day,Time,Pred(Ft),Pred(cm),High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
5/13/2023,Sat,1:05:00 PM,0.23,7,L,2023-05-13 13:05:00,2023-05-13 13:11:00
5/13/2023,Sat,7:39:00 PM,4.12,126,H,2023-05-13 19:39:00,2023-05-13 19:48:00
5/14/2023,Sun,1:49:00 AM,0.44,13,L,2023-05-14 01:49:00,2023-05-14 01:55:00
5/14/2023,Sun,8:04:00 AM,4.02,123,H,2023-05-14 08:04:00,2023-05-14 08:13:00
5/14/2023,Sun,2:16:00 PM,0.17,5,L,2023-05-14 14:16:00,2023-05-14 14:22:00
5/14/2023,Sun,8:43:00 PM,4.33,132,H,2023-05-14 20:43:00,2023-05-14 20:52:00
5/15/2023,Mon,3:35:00 AM,0.26,8,L,2023-05-15 03:35:00,2023-05-15 03:41:00
5/15/2023,Mon,9:10:00 AM,3.99,122,H,2023-05-15 09:10:00,2023-05-15 09:19:00
5/15/2023,Mon,3:28:00 PM,0.09,3,L,2023-05-15 15:28:00,2023-05-15 15:34:00
5/15/2023,Mon,9:44:00 PM,4.59,140,H,2023-05-15 21:44:00,2023-05-15 21:53:00
5/16/2023,Tue,4:35:00 AM,0.07,2,L,2023-05-16 04:35:00,2023-05-16 04:41:00
5/16/2023,Tue,10:08:00 AM,4.04,123,H,2023-05-16 10:08:00,2023-05-16 10:17:00
5/16/2023,Tue,4:17:00 PM,0.04,1,L,2023-05-16 16:17:00,2023-05-16 16:23:00
5/16/2023,Tue,10:34:00 PM,4.81,147,H,2023-05-16 22:34:00,2023-05-16 22:43:00
5/17/2023,Wed,5:24:00 AM,-0.02,-1,L,2023-05-17 05:24:00,2023-05-17 05:30:00
5/17/2023,Wed,10:56:00 AM,4.07,124,H,2023-05-17 10:56:00,2023-05-17 11:05:00
5/17/2023,Wed,4:53:00 PM,0.06,2,L,2023-05-17 16:53:00,2023-05-17 16:59:00
5/17/2023,Wed,11:17:00 PM,4.91,150,H,2023-05-17 23:17:00,2023-05-17 23:26:00
5/18/2023,Thu,6:12:00 AM,-0.02,-1,L,2023-05-18 06:12:00,2023-05-18 06:18:00
5/18/2023,Thu,11:39:00 AM,4.03,123,H,2023-05-18 11:39:00,2023-05-18 11:48:00
5/18/2023,Thu,5:24:00 PM,0.13,4,L,2023-05-18 17:24:00,2023-05-18 17:30:00
5/18/2023,Thu,11:59:00 PM,4.88,149,H,2023-05-18 23:59:00,2023-05-19 00:08:00
5/19/2023,Fri,7:02:00 AM,0.04,1,L,2023-05-19 07:02:00,2023-05-19 07:08:00
5/19/2023,Fri,12:23:00 PM,3.92,119,H,2023-05-19 12:23:00,2023-05-19 12:32:00
5/19/2023,Fri,5:57:00 PM,0.22,7,L,2023-05-19 17:57:00,2023-05-19 18:03:00
5/20/2023,Sat,12:42:00 AM,4.76,145,H,2023-05-20 00:42:00,2023-05-20 00:51:00
5/20/2023,Sat,7:38:00 AM,0.14,4,L,2023-05-20 07:38:00,2023-05-20 07:44:00
5/20/2023,Sat,1:07:00 PM,3.78,115,H,2023-05-20 13:07:00,2023-05-20 13:16:00
5/20/2023,Sat,6:34:00 PM,0.31,9,L,2023-05-20 18:34:00,2023-05-20 18:40:00
5/21/2023,Sun,1:26:00 AM,4.59,140,H,2023-05-21 01:26:00,2023-05-21 01:35:00
5/21/2023,Sun,7:53:00 AM,0.25,8,L,2023-05-21 07:53:00,2023-05-21 07:59:00
5/21/2023,Sun,1:52:00 PM,3.65,111,H,2023-05-21 13:52:00,2023-05-21 14:01:00
5/21/2023,Sun,7:12:00 PM,0.38,12,L,2023-05-21 19:12:00,2023-05-21 19:18:00
5/22/2023,Mon,2:10:00 AM,4.41,134,H,2023-05-22 02:10:00,2023-05-22 02:19:00
5/22/2023,Mon,8:09:00 AM,0.34,10,L,2023-05-22 08:09:00,2023-05-22 08:15:00
5/22/2023,Mon,2:36:00 PM,3.52,107,H,2023-05-22 14:36:00,2023-05-22 14:45:00
5/22/2023,Mon,7:50:00 PM,0.44,13,L,2023-05-22 19:50:00,2023-05-22 19:56:00
5/23/2023,Tue,2:54:00 AM,4.22,129,H,2023-05-23 02:54:00,2023-05-23 03:03:00
5/23/2023,Tue,8:34:00 AM,0.41,12,L,2023-05-23 08:34:00,2023-05-23 08:40:00
5/23/2023,Tue,3:22:00 PM,3.41,104,H,2023-05-23 15:22:00,2023-05-23 15:31:00
5/23/2023,Tue,8:26:00 PM,0.52,16,L,2023-05-23 20:26:00,2023-05-23 20:32:00
5/24/2023,Wed,3:39:00 AM,4.01,122,H,2023-05-24 03:39:00,2023-05-24 03:48:00
5/24/2023,Wed,9:05:00 AM,0.5,15,L,2023-05-24 09:05:00,2023-05-24 09:11:00
5/24/2023,Wed,4:11:00 PM,3.33,101,H,2023-05-24 16:11:00,2023-05-24 16:20:00
5/24/2023,Wed,9:03:00 PM,0.65,20,L,2023-05-24 21:03:00,2023-05-24 21:09:00
5/25/2023,Thu,4:30:00 AM,3.82,116,H,2023-05-25 04:30:00,2023-05-25 04:39:00
5/25/2023,Thu,9:42:00 AM,0.62,19,L,2023-05-25 09:42:00,2023-05-25 09:48:00
5/25/2023,Thu,5:06:00 PM,3.31,101,H,2023-05-25 17:06:00,2023-05-25 17:15:00
5/25/2023,Thu,9:47:00 PM,0.82,25,L,2023-05-25 21:47:00,2023-05-25 21:53:00
5/26/2023,Fri,5:25:00 AM,3.67,112,H,2023-05-26 05:25:00,2023-05-26 05:34:00
5/26/2023,Fri,10:30:00 AM,0.73,22,L,2023-05-26 10:30:00,2023-05-26 10:36:00
5/26/2023,Fri,6:00:00 PM,3.37,103,H,2023-05-26 18:00:00,2023-05-26 18:09:00
5/26/2023,Fri,10:46:00 PM,1.0,30,L,2023-05-26 22:46:00,2023-05-26 22:52:00
5/27/2023,Sat,6:17:00 AM,3.56,109,H,2023-05-27 06:17:00,2023-05-27 06:26:00
5/27/2023,Sat,11:34:00 AM,0.79,24,L,2023-05-27 11:34:00,2023-05-27 11:40:00
5/27/2023,Sat,6:49:00 PM,3.48,106,H,2023-05-27 18:49:00,2023-05-27 18:58:00
5/28/2023,Sun,12:03:00 AM,1.05,32,L,2023-05-28 00:03:00,2023-05-28 00:09:00
5/28/2023,Sun,7:06:00 AM,3.46,105,H,2023-05-28 07:06:00,2023-05-28 07:15:00
5/28/2023,Sun,12:33:00 PM,0.75,23,L,2023-05-28 12:33:00,2023-05-28 12:39:00
5/28/2023,Sun,7:39:00 PM,3.61,110,H,2023-05-28 19:39:00,2023-05-28 19:48:00
5/29/2023,Mon,1:08:00 AM,0.98,30,L,2023-05-29 01:08:00,2023-05-29 01:14:00
5/29/2023,Mon,7:59:00 AM,3.38,103,H,2023-05-29 07:59:00,2023-05-29 08:08:00
5/29/2023,Mon,1:21:00 PM,0.67,20,L,2023-05-29 13:21:00,2023-05-29 13:27:00
5/29/2023,Mon,8:34:00 PM,3.78,115,H,2023-05-29 20:34:00,2023-05-29 20:43:00
5/30/2023,Tue,2:05:00 AM,0.85,26,L,2023-05-30 02:05:00,2023-05-30 02:11:00
5/30/2023,Tue,8:58:00 AM,3.37,103,H,2023-05-30 08:58:00,2023-05-30 09:07:00
5/30/2023,Tue,2:07:00 PM,0.56,17,L,2023-05-30 14:07:00,2023-05-30 14:13:00
5/30/2023,Tue,9:28:00 PM,4.04,123,H,2023-05-30 21:28:00,2023-05-30 21:37:00
5/31/2023,Wed,3:03:00 AM,0.67,20,L,2023-05-31 03:03:00,2023-05-31 03:09:00
5/31/2023,Wed,9:52:00 AM,3.46,105,H,2023-05-31 09:52:00,2023-05-31 10:01:00
5/31/2023,Wed,2:55:00 PM,0.42,13,L,2023-05-31 14:55:00,2023-05-31 15:01:00
5/31/2023,Wed,10:15:00 PM,4.33,132,H,2023-05-31 22:15:00,2023-05-31 22:24:00
6/1/2023,Thu,3:53:00 AM,0.46,14,L,2023-06-01 03:53:00,2023-06-01 03:59:00
6/1/2023,Thu,10:37:00 AM,3.59,109,H,2023-06-01 10:37:00,2023-06-01 10:46:00
6/1/2023,Thu,3:42:00 PM,0.24,7,L,2023-06-01 15:42:00,2023-06-01 15:48:00
6/1/2023,Thu,10:56:00 PM,4.6,140,H,2023-06-01 22:56:00,2023-06-01 23:05:00
6/2/2023,Fri,4:35:00 AM,0.26,8,L,2023-06-02 04:35:00,2023-06-02 04:41:00
6/2/2023,Fri,11:18:00 AM,3.7,113,H,2023-06-02 11:18:00,2023-06-02 11:27:00
6/2/2023,Fri,4:26:00 PM,0.07,2,L,2023-06-02 16:26:00,2023-06-02 16:32:00
6/2/2023,Fri,11:36:00 PM,4.8,146,H,2023-06-02 23:36:00,2023-06-02 23:45:00
6/3/2023,Sat,5:18:00 AM,0.09,3,L,2023-06-03 05:18:00,2023-06-03 05:24:00
6/3/2023,Sat,12:00:00 PM,3.78,115,H,2023-06-03 12:00:00,2023-06-03 12:09:00
6/3/2023,Sat,5:11:00 PM,-0.08,-2,L,2023-06-03 17:11:00,2023-06-03 17:17:00
6/4/2023,Sun,12:20:00 AM,4.92,150,H,2023-06-04 00:20:00,2023-06-04 00:29:00
6/4/2023,Sun,6:06:00 AM,-0.04,-1,L,2023-06-04 06:06:00,2023-06-04 06:12:00
6/4/2023,Sun,12:46:00 PM,3.84,117,H,2023-06-04 12:46:00,2023-06-04 12:55:00
6/4/2023,Sun,6:00:00 PM,-0.17,-5,L,2023-06-04 18:00:00,2023-06-04 18:06:00
6/5/2023,Mon,1:08:00 AM,4.97,151,H,2023-06-05 01:08:00,2023-06-05 01:17:00
6/5/2023,Mon,6:59:00 AM,-0.15,-5,L,2023-06-05 06:59:00,2023-06-05 07:05:00
6/5/2023,Mon,1:37:00 PM,3.91,119,H,2023-06-05 13:37:00,2023-06-05 13:46:00
6/5/2023,Mon,6:55:00 PM,-0.21,-6,L,2023-06-05 18:55:00,2023-06-05 19:01:00
6/6/2023,Tue,1:59:00 AM,4.95,151,H,2023-06-06 01:59:00,2023-06-06 02:08:00
6/6/2023,Tue,7:50:00 AM,-0.24,-7,L,2023-06-06 07:50:00,2023-06-06 07:56:00
6/6/2023,Tue,2:29:00 PM,3.98,121,H,2023-06-06 14:29:00,2023-06-06 14:38:00
6/6/2023,Tue,7:50:00 PM,-0.21,-6,L,2023-06-06 19:50:00,2023-06-06 19:56:00
6/7/2023,Wed,2:51:00 AM,4.86,148,H,2023-06-07 02:51:00,2023-06-07 03:00:00
6/7/2023,Wed,8:36:00 AM,-0.26,-8,L,2023-06-07 08:36:00,2023-06-07 08:42:00
6/7/2023,Wed,3:23:00 PM,4.04,123,H,2023-06-07 15:23:00,2023-06-07 15:32:00
6/7/2023,Wed,8:42:00 PM,-0.12,-4,L,2023-06-07 20:42:00,2023-06-07 20:48:00
6/8/2023,Thu,3:45:00 AM,4.7,143,H,2023-06-08 03:45:00,2023-06-08 03:54:00
6/8/2023,Thu,9:23:00 AM,-0.19,-6,L,2023-06-08 09:23:00,2023-06-08 09:29:00
6/8/2023,Thu,4:21:00 PM,4.11,125,H,2023-06-08 16:21:00,2023-06-08 16:30:00
6/8/2023,Thu,9:35:00 PM,0.09,3,L,2023-06-08 21:35:00,2023-06-08 21:41:00
6/9/2023,Fri,4:44:00 AM,4.49,137,H,2023-06-09 04:44:00,2023-06-09 04:53:00
6/9/2023,Fri,10:17:00 AM,-0.04,-1,L,2023-06-09 10:17:00,2023-06-09 10:23:00
6/9/2023,Fri,5:23:00 PM,4.22,129,H,2023-06-09 17:23:00,2023-06-09 17:32:00
6/9/2023,Fri,10:43:00 PM,0.35,11,L,2023-06-09 22:43:00,2023-06-09 22:49:00
6/10/2023,Sat,5:45:00 AM,4.3,131,H,2023-06-10 05:45:00,2023-06-10 05:54:00
6/10/2023,Sat,11:29:00 AM,0.1,3,L,2023-06-10 11:29:00,2023-06-10 11:35:00
6/10/2023,Sat,6:21:00 PM,4.35,133,H,2023-06-10 18:21:00,2023-06-10 18:30:00
6/11/2023,Sun,12:21:00 AM,0.48,15,L,2023-06-11 00:21:00,2023-06-11 00:27:00
6/11/2023,Sun,6:42:00 AM,4.12,126,H,2023-06-11 06:42:00,2023-06-11 06:51:00
6/11/2023,Sun,12:44:00 PM,0.15,5,L,2023-06-11 12:44:00,2023-06-11 12:50:00
6/11/2023,Sun,7:17:00 PM,4.44,135,H,2023-06-11 19:17:00,2023-06-11 19:26:00
6/12/2023,Mon,2:00:00 AM,0.44,13,L,2023-06-12 02:00:00,2023-06-12 02:06:00
6/12/2023,Mon,7:39:00 AM,3.92,119,H,2023-06-12 07:39:00,2023-06-12 07:48:00
6/12/2023,Mon,1:48:00 PM,0.19,6,L,2023-06-12 13:48:00,2023-06-12 13:54:00
6/12/2023,Mon,8:16:00 PM,4.5,137,H,2023-06-12 20:16:00,2023-06-12 20:25:00
6/13/2023,Tue,3:29:00 AM,0.33,10,L,2023-06-13 03:29:00,2023-06-13 03:35:00
6/13/2023,Tue,8:42:00 AM,3.77,115,H,2023-06-13 08:42:00,2023-06-13 08:51:00
6/13/2023,Tue,2:58:00 PM,0.23,7,L,2023-06-13 14:58:00,2023-06-13 15:04:00
6/13/2023,Tue,9:18:00 PM,4.58,140,H,2023-06-13 21:18:00,2023-06-13 21:27:00
6/14/2023,Wed,4:29:00 AM,0.21,6,L,2023-06-14 04:29:00,2023-06-14 04:35:00
6/14/2023,Wed,9:45:00 AM,3.73,114,H,2023-06-14 09:45:00,2023-06-14 09:54:00
6/14/2023,Wed,3:59:00 PM,0.28,9,L,2023-06-14 15:59:00,2023-06-14 16:05:00
6/14/2023,Wed,10:12:00 PM,4.67,142,H,2023-06-14 22:12:00,2023-06-14 22:21:00
6/15/2023,Thu,5:20:00 AM,0.18,5,L,2023-06-15 05:20:00,2023-06-15 05:26:00
6/15/2023,Thu,10:36:00 AM,3.74,114,H,2023-06-15 10:36:00,2023-06-15 10:45:00
6/15/2023,Thu,4:38:00 PM,0.35,11,L,2023-06-15 16:38:00,2023-06-15 16:44:00
6/15/2023,Thu,10:57:00 PM,4.71,144,H,2023-06-15 22:57:00,2023-06-15 23:06:00
6/16/2023,Fri,6:11:00 AM,0.22,7,L,2023-06-16 06:11:00,2023-06-16 06:17:00
6/16/2023,Fri,11:20:00 AM,3.72,113,H,2023-06-16 11:20:00,2023-06-16 11:29:00
6/16/2023,Fri,5:04:00 PM,0.45,14,L,2023-06-16 17:04:00,2023-06-16 17:10:00
6/16/2023,Fri,11:39:00 PM,4.66,142,H,2023-06-16 23:39:00,2023-06-16 23:48:00
6/17/2023,Sat,7:04:00 AM,0.29,9,L,2023-06-17 07:04:00,2023-06-17 07:10:00
6/17/2023,Sat,12:02:00 PM,3.65,111,H,2023-06-17 12:02:00,2023-06-17 12:11:00
6/17/2023,Sat,5:30:00 PM,0.53,16,L,2023-06-17 17:30:00,2023-06-17 17:36:00
6/18/2023,Sun,12:20:00 AM,4.55,139,H,2023-06-18 00:20:00,2023-06-18 00:29:00
6/18/2023,Sun,7:46:00 AM,0.37,11,L,2023-06-18 07:46:00,2023-06-18 07:52:00
6/18/2023,Sun,12:45:00 PM,3.57,109,H,2023-06-18 12:45:00,2023-06-18 12:54:00
6/18/2023,Sun,6:03:00 PM,0.58,18,L,2023-06-18 18:03:00,2023-06-18 18:09:00
6/19/2023,Mon,1:03:00 AM,4.42,135,H,2023-06-19 01:03:00,2023-06-19 01:12:00
6/19/2023,Mon,8:06:00 AM,0.46,14,L,2023-06-19 08:06:00,2023-06-19 08:12:00
6/19/2023,Mon,1:29:00 PM,3.51,107,H,2023-06-19 13:29:00,2023-06-19 13:38:00
6/19/2023,Mon,6:43:00 PM,0.6,18,L,2023-06-19 18:43:00,2023-06-19 18:49:00
6/20/2023,Tue,1:46:00 AM,4.3,131,H,2023-06-20 01:46:00,2023-06-20 01:55:00
6/20/2023,Tue,7:55:00 AM,0.49,15,L,2023-06-20 07:55:00,2023-06-20 08:01:00
6/20/2023,Tue,2:13:00 PM,3.48,106,H,2023-06-20 14:13:00,2023-06-20 14:22:00
6/20/2023,Tue,7:25:00 PM,0.59,18,L,2023-06-20 19:25:00,2023-06-20 19:31:00
6/21/2023,Wed,2:29:00 AM,4.18,127,H,2023-06-21 02:29:00,2023-06-21 02:38:00
6/21/2023,Wed,8:13:00 AM,0.46,14,L,2023-06-21 08:13:00,2023-06-21 08:19:00
6/21/2023,Wed,2:56:00 PM,3.48,106,H,2023-06-21 14:56:00,2023-06-21 15:05:00
6/21/2023,Wed,8:04:00 PM,0.58,18,L,2023-06-21 20:04:00,2023-06-21 20:10:00
6/22/2023,Thu,3:11:00 AM,4.04,123,H,2023-06-22 03:11:00,2023-06-22 03:20:00
6/22/2023,Thu,8:41:00 AM,0.42,13,L,2023-06-22 08:41:00,2023-06-22 08:47:00
6/22/2023,Thu,3:41:00 PM,3.48,106,H,2023-06-22 15:41:00,2023-06-22 15:50:00
6/22/2023,Thu,8:42:00 PM,0.6,18,L,2023-06-22 20:42:00,2023-06-22 20:48:00
6/23/2023,Fri,3:56:00 AM,3.88,118,H,2023-06-23 03:56:00,2023-06-23 04:05:00
6/23/2023,Fri,9:14:00 AM,0.42,13,L,2023-06-23 09:14:00,2023-06-23 09:20:00
6/23/2023,Fri,4:30:00 PM,3.52,107,H,2023-06-23 16:30:00,2023-06-23 16:39:00
6/23/2023,Fri,9:22:00 PM,0.68,21,L,2023-06-23 21:22:00,2023-06-23 21:28:00
6/24/2023,Sat,4:46:00 AM,3.72,113,H,2023-06-24 04:46:00,2023-06-24 04:55:00
6/24/2023,Sat,9:52:00 AM,0.46,14,L,2023-06-24 09:52:00,2023-06-24 09:58:00
6/24/2023,Sat,5:22:00 PM,3.6,110,H,2023-06-24 17:22:00,2023-06-24 17:31:00
6/24/2023,Sat,10:10:00 PM,0.8,24,L,2023-06-24 22:10:00,2023-06-24 22:16:00
6/25/2023,Sun,5:37:00 AM,3.58,109,H,2023-06-25 05:37:00,2023-06-25 05:46:00
6/25/2023,Sun,10:39:00 AM,0.52,16,L,2023-06-25 10:39:00,2023-06-25 10:45:00
6/25/2023,Sun,6:10:00 PM,3.71,113,H,2023-06-25 18:10:00,2023-06-25 18:19:00
6/25/2023,Sun,11:13:00 PM,0.89,27,L,2023-06-25 23:13:00,2023-06-25 23:19:00
6/26/2023,Mon,6:26:00 AM,3.47,106,H,2023-06-26 06:26:00,2023-06-26 06:35:00
6/26/2023,Mon,11:36:00 AM,0.54,16,L,2023-06-26 11:36:00,2023-06-26 11:42:00
6/26/2023,Mon,6:57:00 PM,3.83,117,H,2023-06-26 18:57:00,2023-06-26 19:06:00
6/27/2023,Tue,12:20:00 AM,0.87,27,L,2023-06-27 00:20:00,2023-06-27 00:26:00
6/27/2023,Tue,7:15:00 AM,3.35,102,H,2023-06-27 07:15:00,2023-06-27 07:24:00
6/27/2023,Tue,12:30:00 PM,0.5,15,L,2023-06-27 12:30:00,2023-06-27 12:36:00
6/27/2023,Tue,7:46:00 PM,3.95,120,H,2023-06-27 19:46:00,2023-06-27 19:55:00
6/28/2023,Wed,1:17:00 AM,0.78,24,L,2023-06-28 01:17:00,2023-06-28 01:23:00
6/28/2023,Wed,8:09:00 AM,3.27,100,H,2023-06-28 08:09:00,2023-06-28 08:18:00
6/28/2023,Wed,1:19:00 PM,0.42,13,L,2023-06-28 13:19:00,2023-06-28 13:25:00
6/28/2023,Wed,8:43:00 PM,4.12,126,H,2023-06-28 20:43:00,2023-06-28 20:52:00
6/29/2023,Thu,2:14:00 AM,0.66,20,L,2023-06-29 02:14:00,2023-06-29 02:20:00
6/29/2023,Thu,9:10:00 AM,3.3,101,H,2023-06-29 09:10:00,2023-06-29 09:19:00
6/29/2023,Thu,2:10:00 PM,0.33,10,L,2023-06-29 14:10:00,2023-06-29 14:16:00
6/29/2023,Thu,9:40:00 PM,4.37,133,H,2023-06-29 21:40:00,2023-06-29 21:49:00
6/30/2023,Fri,3:14:00 AM,0.51,16,L,2023-06-30 03:14:00,2023-06-30 03:20:00
6/30/2023,Fri,10:05:00 AM,3.45,105,H,2023-06-30 10:05:00,2023-06-30 10:14:00
6/30/2023,Fri,3:05:00 PM,0.2,6,L,2023-06-30 15:05:00,2023-06-30 15:11:00
6/30/2023,Fri,10:29:00 PM,4.65,142,H,2023-06-30 22:29:00,2023-06-30 22:38:00
7/1/2023,Sat,4:09:00 AM,0.32,10,L,2023-07-01 04:09:00,2023-07-01 04:15:00
7/1/2023,Sat,10:53:00 AM,3.64,111,H,2023-07-01 10:53:00,2023-07-01 11:02:00
7/1/2023,Sat,4:00:00 PM,0.04,1,L,2023-07-01 16:00:00,2023-07-01 16:06:00
7/1/2023,Sat,11:14:00 PM,4.89,149,H,2023-07-01 23:14:00,2023-07-01 23:23:00
7/2/2023,Sun,4:59:00 AM,0.13,4,L,2023-07-02 04:59:00,2023-07-02 05:05:00
7/2/2023,Sun,11:38:00 AM,3.83,117,H,2023-07-02 11:38:00,2023-07-02 11:47:00
7/2/2023,Sun,4:51:00 PM,-0.1,-3,L,2023-07-02 16:51:00,2023-07-02 16:57:00
7/3/2023,Mon,12:00:00 AM,5.04,154,H,2023-07-03 00:00:00,2023-07-03 00:09:00
7/3/2023,Mon,5:50:00 AM,-0.03,-1,L,2023-07-03 05:50:00,2023-07-03 05:56:00
7/3/2023,Mon,12:26:00 PM,4.0,122,H,2023-07-03 12:26:00,2023-07-03 12:35:00
7/3/2023,Mon,5:45:00 PM,-0.19,-6,L,2023-07-03 17:45:00,2023-07-03 17:51:00
7/4/2023,Tue,12:50:00 AM,5.09,155,H,2023-07-04 00:50:00,2023-07-04 00:59:00
7/4/2023,Tue,6:47:00 AM,-0.18,-5,L,2023-07-04 06:47:00,2023-07-04 06:53:00
7/4/2023,Tue,1:19:00 PM,4.16,127,H,2023-07-04 13:19:00,2023-07-04 13:28:00
7/4/2023,Tue,6:46:00 PM,-0.23,-7,L,2023-07-04 18:46:00,2023-07-04 18:52:00
7/5/2023,Wed,1:43:00 AM,5.08,155,H,2023-07-05 01:43:00,2023-07-05 01:52:00
7/5/2023,Wed,7:41:00 AM,-0.32,-10,L,2023-07-05 07:41:00,2023-07-05 07:47:00
7/5/2023,Wed,2:13:00 PM,4.32,132,H,2023-07-05 14:13:00,2023-07-05 14:22:00
7/5/2023,Wed,7:45:00 PM,-0.26,-8,L,2023-07-05 19:45:00,2023-07-05 19:51:00
7/6/2023,Thu,2:35:00 AM,4.98,152,H,2023-07-06 02:35:00,2023-07-06 02:44:00
7/6/2023,Thu,8:27:00 AM,-0.4,-12,L,2023-07-06 08:27:00,2023-07-06 08:33:00
7/6/2023,Thu,3:06:00 PM,4.45,136,H,2023-07-06 15:06:00,2023-07-06 15:15:00
7/6/2023,Thu,8:38:00 PM,-0.19,-6,L,2023-07-06 20:38:00,2023-07-06 20:44:00
7/7/2023,Fri,3:27:00 AM,4.79,146,H,2023-07-07 03:27:00,2023-07-07 03:36:00
7/7/2023,Fri,9:11:00 AM,-0.37,-11,L,2023-07-07 09:11:00,2023-07-07 09:17:00
7/7/2023,Fri,4:01:00 PM,4.53,138,H,2023-07-07 16:01:00,2023-07-07 16:10:00
7/7/2023,Fri,9:29:00 PM,0.0,0,L,2023-07-07 21:29:00,2023-07-07 21:35:00
7/8/2023,Sat,4:23:00 AM,4.54,138,H,2023-07-08 04:23:00,2023-07-08 04:32:00
7/8/2023,Sat,9:58:00 AM,-0.21,-6,L,2023-07-08 09:58:00,2023-07-08 10:04:00
7/8/2023,Sat,5:00:00 PM,4.57,139,H,2023-07-08 17:00:00,2023-07-08 17:09:00
7/8/2023,Sat,10:32:00 PM,0.27,8,L,2023-07-08 22:32:00,2023-07-08 22:38:00
7/9/2023,Sun,5:22:00 AM,4.28,130,H,2023-07-09 05:22:00,2023-07-09 05:31:00
7/9/2023,Sun,10:57:00 AM,0.0,0,L,2023-07-09 10:57:00,2023-07-09 11:03:00
7/9/2023,Sun,5:57:00 PM,4.6,140,H,2023-07-09 17:57:00,2023-07-09 18:06:00
7/10/2023,Mon,12:11:00 AM,0.46,14,L,2023-07-10 00:11:00,2023-07-10 00:17:00
7/10/2023,Mon,6:18:00 AM,4.04,123,H,2023-07-10 06:18:00,2023-07-10 06:27:00
7/10/2023,Mon,12:11:00 PM,0.18,5,L,2023-07-10 12:11:00,2023-07-10 12:17:00
7/10/2023,Mon,6:52:00 PM,4.56,139,H,2023-07-10 18:52:00,2023-07-10 19:01:00
7/11/2023,Tue,1:50:00 AM,0.5,15,L,2023-07-11 01:50:00,2023-07-11 01:56:00
7/11/2023,Tue,7:13:00 AM,3.79,116,H,2023-07-11 07:13:00,2023-07-11 07:22:00
7/11/2023,Tue,1:16:00 PM,0.33,10,L,2023-07-11 13:16:00,2023-07-11 13:22:00
7/11/2023,Tue,7:47:00 PM,4.47,136,H,2023-07-11 19:47:00,2023-07-11 19:56:00
7/12/2023,Wed,3:15:00 AM,0.47,14,L,2023-07-12 03:15:00,2023-07-12 03:21:00
7/12/2023,Wed,8:13:00 AM,3.57,109,H,2023-07-12 08:13:00,2023-07-12 08:22:00
7/12/2023,Wed,2:29:00 PM,0.46,14,L,2023-07-12 14:29:00,2023-07-12 14:35:00
7/12/2023,Wed,8:49:00 PM,4.4,134,H,2023-07-12 20:49:00,2023-07-12 20:58:00
7/13/2023,Thu,4:18:00 AM,0.4,12,L,2023-07-13 04:18:00,2023-07-13 04:24:00
7/13/2023,Thu,9:19:00 AM,3.47,106,H,2023-07-13 09:19:00,2023-07-13 09:28:00
7/13/2023,Thu,3:56:00 PM,0.54,16,L,2023-07-13 15:56:00,2023-07-13 16:02:00
7/13/2023,Thu,9:49:00 PM,4.41,134,H,2023-07-13 21:49:00,2023-07-13 21:58:00
7/14/2023,Fri,5:11:00 AM,0.38,12,L,2023-07-14 05:11:00,2023-07-14 05:17:00
7/14/2023,Fri,10:16:00 AM,3.48,106,H,2023-07-14 10:16:00,2023-07-14 10:25:00
7/14/2023,Fri,4:46:00 PM,0.6,18,L,2023-07-14 16:46:00,2023-07-14 16:52:00
7/14/2023,Fri,10:38:00 PM,4.43,135,H,2023-07-14 22:38:00,2023-07-14 22:47:00
7/15/2023,Sat,6:03:00 AM,0.4,12,L,2023-07-15 06:03:00,2023-07-15 06:09:00
7/15/2023,Sat,11:01:00 AM,3.52,107,H,2023-07-15 11:01:00,2023-07-15 11:10:00
7/15/2023,Sat,5:18:00 PM,0.68,21,L,2023-07-15 17:18:00,2023-07-15 17:24:00
7/15/2023,Sat,11:21:00 PM,4.42,135,H,2023-07-15 23:21:00,2023-07-15 23:30:00
7/16/2023,Sun,6:55:00 AM,0.43,13,L,2023-07-16 06:55:00,2023-07-16 07:01:00
7/16/2023,Sun,11:43:00 AM,3.53,108,H,2023-07-16 11:43:00,2023-07-16 11:52:00
7/16/2023,Sun,5:24:00 PM,0.74,23,L,2023-07-16 17:24:00,2023-07-16 17:30:00
7/17/2023,Mon,12:00:00 AM,4.38,134,H,2023-07-17 00:00:00,2023-07-17 00:09:00
7/17/2023,Mon,7:38:00 AM,0.48,15,L,2023-07-17 07:38:00,2023-07-17 07:44:00
7/17/2023,Mon,12:24:00 PM,3.53,108,H,2023-07-17 12:24:00,2023-07-17 12:33:00
7/17/2023,Mon,5:47:00 PM,0.74,23,L,2023-07-17 17:47:00,2023-07-17 17:53:00
7/18/2023,Tue,12:41:00 AM,4.31,131,H,2023-07-18 00:41:00,2023-07-18 00:50:00
7/18/2023,Tue,8:04:00 AM,0.54,16,L,2023-07-18 08:04:00,2023-07-18 08:10:00
7/18/2023,Tue,1:06:00 PM,3.55,108,H,2023-07-18 13:06:00,2023-07-18 13:15:00
7/18/2023,Tue,6:23:00 PM,0.71,22,L,2023-07-18 18:23:00,2023-07-18 18:29:00
