Date,Salinity Value,Temperature (C),Conductivity,Fit,Salinity Value (Offset +4),Date (UTC)
2021-10-03 19:33:42-04:00,23.098,21.02777777777777,33705.0,[33766.27725077],27.098,2021-10-03 23:33:42
2021-10-03 20:03:42-04:00,23.262,21.12222222222222,33989.5,[33761.16461521],27.262,2021-10-04 00:03:42
2021-10-03 20:33:42-04:00,23.267,21.12222222222222,33995.9,[33761.16461521],27.267,2021-10-04 00:33:42
2021-10-03 21:03:42-04:00,23.302,21.13888888888889,34054.1,[33756.0519796],27.302,2021-10-04 01:03:42
2021-10-03 21:33:42-04:00,23.36,21.12222222222222,34118.9,[33756.0519796],27.36,2021-10-04 01:33:42
2021-10-03 22:03:42-04:00,23.517,21.11111111111111,34318.2,[33750.93934399],27.517,2021-10-04 02:03:42
2021-10-03 22:33:42-04:00,23.639,20.98888888888889,34390.7,[33750.93934399],27.639,2021-10-04 02:33:42
2021-10-03 23:03:42-04:00,23.231,20.97222222222222,33841.8,[33745.82670844],27.231,2021-10-04 03:03:42
2021-10-03 23:33:42-04:00,23.234,20.95,33829.1,[33745.82670844],27.234,2021-10-04 03:33:42
2021-10-04 00:03:42-04:00,23.348,20.92222222222222,33960.5,[33740.71407282],27.348,2021-10-04 04:03:42
2021-10-04 00:33:42-04:00,22.934,20.638888888888893,33214.9,[33740.71407282],26.934,2021-10-04 04:33:42
2021-10-04 01:03:42-04:00,22.931,20.622222222222224,33199.6,[33735.60143727],26.931,2021-10-04 05:03:42
2021-10-04 01:33:42-04:00,22.981,20.638888888888893,33276.5,[33735.60143727],26.981,2021-10-04 05:33:42
2021-10-04 02:03:42-04:00,23.06,20.738888888888887,33450.3,[33730.48880166],27.06,2021-10-04 06:03:42
2021-10-04 02:33:42-04:00,23.015,20.65,33329.1,[33730.48880166],27.015,2021-10-04 06:33:42
2021-10-04 03:03:42-04:00,23.077,20.672222222222217,33425.4,[33725.37616605],27.077,2021-10-04 07:03:42
2021-10-04 03:33:42-04:00,23.289,20.772222222222226,33774.9,[33725.37616605],27.289,2021-10-04 07:33:42
2021-10-04 04:03:42-04:00,23.171,20.661111111111108,33541.1,[33720.26353049],27.171,2021-10-04 08:03:42
2021-10-04 04:33:42-04:00,22.895,20.52777777777778,33086.3,[33720.26353049],26.895,2021-10-04 08:33:42
2021-10-04 05:03:42-04:00,23.002,20.57777777777778,33261.1,[33715.15089494],27.002,2021-10-04 09:03:42
2021-10-04 05:33:42-04:00,23.281,20.661111111111108,33686.0,[33715.15089494],27.281,2021-10-04 09:33:42
2021-10-04 06:03:42-04:00,23.292,20.677777777777777,33711.3,[33710.03825933],27.292,2021-10-04 10:03:42
2021-10-04 06:33:42-04:00,23.423,20.677777777777777,33883.4,[33710.03825933],27.423,2021-10-04 10:33:42
2021-10-04 07:03:42-04:00,23.019,20.488888888888887,33221.1,[33704.92562371],27.019,2021-10-04 11:03:42
2021-10-04 07:33:42-04:00,22.262,20.07222222222222,31945.1,[33704.92562371],26.262,2021-10-04 11:33:42
2021-10-04 08:03:42-04:00,22.196,19.95,31776.0,[33699.81298816],26.196,2021-10-04 12:03:42
2021-10-04 08:33:42-04:00,21.695,19.73888888888889,30984.3,[33699.81298816],25.695,2021-10-04 12:33:42
2021-10-04 09:03:42-04:00,22.379,20.05,32081.8,[33694.70035255],26.379,2021-10-04 13:03:42
2021-10-04 09:33:42-04:00,22.778,20.25,32739.3,[33694.70035255],26.778,2021-10-04 13:33:42
2021-10-04 10:03:42-04:00,22.325,20.06111111111111,32019.0,[33689.587717],26.325,2021-10-04 14:03:42
2021-10-04 10:33:42-04:00,22.332,20.06111111111111,32027.6,[33689.587717],26.332,2021-10-04 14:33:42
2021-10-04 11:03:42-04:00,22.44,20.12777777777778,32214.0,[33684.47508138],26.44,2021-10-04 15:03:42
2021-10-04 11:33:42-04:00,22.48,20.22777777777777,32335.7,[33684.47508138],26.48,2021-10-04 15:33:42
2021-10-04 12:03:42-04:00,22.217,20.07222222222222,31885.7,[33679.36244577],26.217,2021-10-04 16:03:42
2021-10-04 12:33:42-04:00,22.095,20.05,31711.6,[33679.36244577],26.095,2021-10-04 16:33:42
2021-10-04 13:03:42-04:00,21.986,20.05,31569.9,[33674.24981022],25.986,2021-10-04 17:03:42
2021-10-04 13:33:42-04:00,22.578,20.25,32478.8,[33674.24981022],26.578,2021-10-04 17:33:42
2021-10-04 14:03:42-04:00,21.944,20.06111111111111,31522.9,[33669.13717467],25.944,2021-10-04 18:03:42
2021-10-04 14:33:42-04:00,21.978,20.07777777777778,31578.2,[33669.13717467],25.978,2021-10-04 18:33:42
2021-10-04 15:03:42-04:00,21.867,20.05,31415.8,[33664.02453905],25.867,2021-10-04 19:03:42
2021-10-04 15:33:42-04:00,21.759,19.98888888888889,31233.6,[33664.02453905],25.759,2021-10-04 19:33:42
2021-10-04 16:03:42-04:00,22.0,20.088888888888885,31614.2,[33658.91190344],26.0,2021-10-04 20:03:42
2021-10-04 16:33:42-04:00,22.187,20.15,31899.8,[33658.91190344],26.187,2021-10-04 20:33:42
2021-10-04 17:03:42-04:00,21.515,19.899999999999995,30857.2,[33653.79926789],25.515,2021-10-04 21:03:42
2021-10-04 17:33:42-04:00,21.778,19.98888888888889,31257.9,[33653.79926789],25.778,2021-10-04 21:33:42
2021-10-04 18:03:42-04:00,22.069,20.06111111111111,31686.5,[33648.68663228],26.069,2021-10-04 22:03:42
2021-10-04 19:03:42-04:00,21.472,19.86111111111111,30775.8,[33643.57399672],25.472,2021-10-04 23:03:42
2021-10-04 19:33:42-04:00,21.282,19.63888888888889,30383.0,[33643.57399672],25.282,2021-10-04 23:33:42
2021-10-04 20:03:42-04:00,21.463,19.827777777777776,30741.8,[33638.46136111],25.463,2021-10-05 00:03:42
2021-10-04 20:33:42-04:00,21.206,19.677777777777777,30309.2,[33638.46136111],25.206,2021-10-05 00:33:42
2021-10-04 21:33:42-04:00,21.907,19.98888888888889,31426.8,[33633.3487255],25.907,2021-10-05 01:33:42
2021-10-04 22:03:42-04:00,21.334,19.63888888888889,30449.4,[33628.23608994],25.334,2021-10-05 02:03:42
2021-10-04 22:33:42-04:00,22.826,20.23888888888889,32793.1,[33628.23608994],26.826,2021-10-05 02:33:42
2021-10-04 23:03:42-04:00,22.748,20.222222222222225,32679.7,[33623.12345439],26.748,2021-10-05 03:03:42
2021-10-04 23:33:42-04:00,22.479,20.100000000000005,32245.8,[33623.12345439],26.479,2021-10-05 03:33:42
2021-10-05 00:03:42-04:00,22.124,19.98888888888889,31708.8,[33618.01081872],26.124,2021-10-05 04:03:42
2021-10-05 01:03:42-04:00,21.294,19.63888888888889,30398.3,[33612.89818317],25.294,2021-10-05 05:03:42
2021-10-05 05:33:42-04:00,21.378,19.222222222222214,30233.4,[33592.44764084],25.378,2021-10-05 09:33:42
2021-10-05 06:03:42-04:00,21.496,19.238888888888887,30395.7,[33587.33500522],25.496,2021-10-05 10:03:42
2021-10-05 06:33:42-04:00,21.853,19.477777777777774,31013.5,[33587.33500522],25.853,2021-10-05 10:33:42
2021-10-05 07:03:42-04:00,21.902,19.538888888888888,31117.8,[33582.22236967],25.902,2021-10-05 11:03:42
2021-10-05 07:33:42-04:00,22.049,19.67222222222222,31396.7,[33582.22236967],26.049,2021-10-05 11:33:42
2021-10-05 08:03:42-04:00,21.758,19.4,30838.8,[33577.10973412],25.758,2021-10-05 12:03:42
2021-10-05 09:33:42-04:00,21.649,18.77777777777777,30286.4,[33571.99709845],25.649,2021-10-05 13:33:42
2021-10-05 10:03:42-04:00,21.739,18.850000000000005,30449.4,[33566.88446289],25.739,2021-10-05 14:03:42
2021-10-05 10:33:42-04:00,21.87,19.07777777777778,30767.9,[33566.88446289],25.87,2021-10-05 14:33:42
2021-10-05 17:33:42-04:00,21.458,19.13888888888889,30281.4,[33531.09601384],25.458,2021-10-05 21:33:42
2021-10-05 18:03:42-04:00,21.397,19.188888888888894,30235.9,[33525.98337817],25.397,2021-10-05 22:03:42
2021-10-05 19:33:42-04:00,21.719,19.361111111111107,30762.7,[33520.87074262],25.719,2021-10-05 23:33:42
2021-10-05 20:03:42-04:00,22.038,19.4,31198.5,[33515.75810707],26.038,2021-10-06 00:03:42
2021-10-05 20:33:42-04:00,22.274,19.561111111111103,31611.4,[33515.75810707],26.274,2021-10-06 00:33:42
2021-10-05 21:03:42-04:00,21.535,19.361111111111107,30526.4,[33510.64547145],25.535,2021-10-06 01:03:42
2021-10-05 23:03:42-04:00,21.502,18.911111111111115,30188.1,[33500.42020029],25.502,2021-10-06 03:03:42
2021-10-05 23:33:42-04:00,21.563,19.038888888888888,30349.9,[33500.42020029],25.563,2021-10-06 03:33:42
2021-10-06 00:03:42-04:00,21.718,19.177777777777774,30640.2,[33495.30756468],25.718,2021-10-06 04:03:42
2021-10-06 00:33:42-04:00,21.566,19.02222222222222,30342.3,[33495.30756468],25.566,2021-10-06 04:33:42
2021-10-06 01:03:42-04:00,21.675,19.08888888888889,30526.4,[33490.19492912],25.675,2021-10-06 05:03:42
2021-10-06 01:33:42-04:00,21.771,19.261111111111116,30762.7,[33490.19492912],25.771,2021-10-06 05:33:42
2021-10-06 02:03:42-04:00,21.601,19.13888888888889,30464.8,[33485.08229357],25.601,2021-10-06 06:03:42
2021-10-06 03:03:42-04:00,21.65,19.161111111111108,30541.9,[33479.9696579],25.65,2021-10-06 07:03:42
2021-10-06 03:33:42-04:00,21.484,19.111111111111114,30296.6,[33479.9696579],25.484,2021-10-06 07:33:42
2021-10-06 05:03:42-04:00,22.022,19.02777777777778,30928.5,[33469.74438679],26.022,2021-10-06 09:03:42
2021-10-06 05:33:42-04:00,22.041,19.261111111111116,31109.7,[33469.74438679],26.041,2021-10-06 09:33:42
2021-10-06 06:03:42-04:00,21.785,19.13888888888889,30700.0,[33464.63175118],25.785,2021-10-06 10:03:42
2021-10-06 06:33:42-04:00,22.073,19.288888888888888,31168.8,[33464.63175118],26.073,2021-10-06 10:33:42
2021-10-06 07:03:42-04:00,22.308,19.15,31374.8,[33459.51911557],26.308,2021-10-06 11:03:42
2021-10-06 07:33:42-04:00,22.655,19.32777777777778,31939.5,[33459.51911557],26.655,2021-10-06 11:33:42
2021-10-06 08:03:42-04:00,22.916,19.4,32324.0,[33454.40648001],26.916,2021-10-06 12:03:42
2021-10-06 08:33:42-04:00,22.697,19.377777777777776,32027.6,[33454.40648001],26.697,2021-10-06 12:33:42
2021-10-06 09:03:42-04:00,22.788,19.461111111111112,32202.5,[33449.2938444],26.788,2021-10-06 13:03:42
2021-10-06 09:33:42-04:00,22.53,19.288888888888888,31753.5,[33449.2938444],26.53,2021-10-06 13:33:42
2021-10-06 10:03:42-04:00,22.294,19.3,31459.7,[33444.18120885],26.294,2021-10-06 14:03:42
2021-10-06 10:33:42-04:00,22.241,19.238888888888887,31350.3,[33444.18120885],26.241,2021-10-06 14:33:42
2021-10-06 11:03:42-04:00,22.327,19.33888888888889,31528.5,[33439.06857324],26.327,2021-10-06 15:03:42
2021-10-06 11:33:42-04:00,22.469,19.438888888888886,31778.8,[33439.06857324],26.469,2021-10-06 15:33:42
2021-10-06 12:03:42-04:00,22.171,19.311111111111117,31309.5,[33433.95593762],26.171,2021-10-06 16:03:42
2021-10-06 12:33:42-04:00,21.692,19.177777777777774,30606.5,[33433.95593762],25.692,2021-10-06 16:33:42
2021-10-06 13:03:42-04:00,21.698,19.311111111111117,30702.6,[33428.84330207],25.698,2021-10-06 17:03:42
2021-10-06 13:33:42-04:00,21.851,19.72222222222222,31174.2,[33428.84330207],25.851,2021-10-06 17:33:42
2021-10-06 14:03:42-04:00,21.31,19.63888888888889,30418.7,[33423.73066652],25.31,2021-10-06 18:03:42
2021-10-06 14:33:42-04:00,21.255,19.87222222222222,30500.7,[33423.73066652],25.255,2021-10-06 18:33:42
2021-10-06 15:03:42-04:00,21.234,19.899999999999995,30490.4,[33418.61803091],25.234,2021-10-06 19:03:42
2021-10-06 16:03:42-04:00,21.042,20.022222222222226,30319.4,[33413.50539529],25.042,2021-10-06 20:03:42
2021-10-06 16:33:42-04:00,21.279,20.05,30648.0,[33413.50539529],25.279,2021-10-06 20:33:42
2021-10-06 17:03:42-04:00,21.351,20.06111111111111,30749.6,[33408.39275974],25.351,2021-10-06 21:03:42
2021-10-06 17:33:42-04:00,22.028,20.100000000000005,31658.7,[33408.39275974],26.028,2021-10-06 21:33:42
2021-10-06 18:03:42-04:00,21.921,20.12222222222222,31534.0,[33403.28012413],25.921,2021-10-06 22:03:42
2021-10-06 18:33:42-04:00,22.232,20.038888888888884,31882.9,[33403.28012413],26.232,2021-10-06 22:33:42
2021-10-06 19:03:42-04:00,22.581,20.12222222222222,32393.9,[33398.16748857],26.581,2021-10-06 23:03:42
2021-10-06 19:33:42-04:00,22.494,20.088888888888885,32257.3,[33398.16748857],26.494,2021-10-06 23:33:42
2021-10-06 20:03:42-04:00,22.716,20.12777777777778,32573.0,[33393.05485296],26.716,2021-10-07 00:03:42
2021-10-06 20:33:42-04:00,22.87,20.13888888888889,32781.1,[33393.05485296],26.87,2021-10-07 00:33:42
2021-10-06 21:03:42-04:00,22.943,20.07222222222222,32829.1,[33387.94221735],26.943,2021-10-07 01:03:42
2021-10-06 21:33:42-04:00,23.023,20.12222222222222,32967.8,[33387.94221735],27.023,2021-10-07 01:33:42
2021-10-06 22:03:42-04:00,23.056,20.12222222222222,33010.2,[33382.8295818],27.056,2021-10-07 02:03:42
2021-10-06 22:33:42-04:00,23.023,20.12222222222222,32967.8,[33382.8295818],27.023,2021-10-07 02:33:42
2021-10-06 23:03:42-04:00,23.032,20.12777777777778,32982.9,[33377.71694624],27.032,2021-10-07 03:03:42
2021-10-06 23:33:42-04:00,23.117,20.161111111111115,33116.8,[33377.71694624],27.117,2021-10-07 03:33:42
2021-10-07 00:03:42-04:00,23.184,19.93888888888889,33046.7,[33372.60431063],27.184,2021-10-07 04:03:42
2021-10-07 00:33:42-04:00,23.134,20.06111111111111,33068.0,[33372.60431063],27.134,2021-10-07 04:33:42
2021-10-07 01:03:42-04:00,23.292,20.05,33264.2,[33367.49167502],27.292,2021-10-07 05:03:42
2021-10-07 01:33:42-04:00,23.358,20.07777777777778,33369.4,[33367.49167502],27.358,2021-10-07 05:33:42
2021-10-07 02:03:42-04:00,23.266,20.06111111111111,33239.5,[33362.37903947],27.266,2021-10-07 06:03:42
2021-10-07 02:33:42-04:00,23.117,19.98888888888889,32995.0,[33362.37903947],27.117,2021-10-07 06:33:42
2021-10-07 03:03:42-04:00,23.043,19.87222222222222,32817.1,[33357.26640385],27.043,2021-10-07 07:03:42
2021-10-07 03:33:42-04:00,23.012,19.86111111111111,32769.2,[33357.26640385],27.012,2021-10-07 07:33:42
2021-10-07 04:03:42-04:00,22.979,19.899999999999995,32754.2,[33352.1537683],26.979,2021-10-07 08:03:42
2021-10-07 04:33:42-04:00,22.862,19.827777777777776,32552.4,[33352.1537683],26.862,2021-10-07 08:33:42
2021-10-07 05:03:42-04:00,22.764,19.72222222222222,32353.1,[33347.04113269],26.764,2021-10-07 09:03:42
2021-10-07 05:33:42-04:00,22.804,19.677777777777777,32373.5,[33347.04113269],26.804,2021-10-07 09:33:42
2021-10-07 06:03:42-04:00,22.902,19.761111111111106,32558.3,[33341.92849708],26.902,2021-10-07 10:03:42
2021-10-07 06:33:42-04:00,22.836,19.77777777777777,32484.7,[33341.92849708],26.836,2021-10-07 10:33:42
2021-10-07 07:03:42-04:00,22.844,19.75,32475.9,[33336.81586152],26.844,2021-10-07 11:03:42
2021-10-07 07:33:42-04:00,22.843,19.81111111111111,32517.0,[33336.81586152],26.843,2021-10-07 11:33:42
2021-10-07 08:03:42-04:00,23.0,19.86111111111111,32754.2,[33331.70322597],27.0,2021-10-07 12:03:42
2021-10-07 08:33:42-04:00,23.273,20.01111111111111,33211.9,[33331.70322597],27.273,2021-10-07 12:33:42
2021-10-07 09:03:42-04:00,23.366,20.05,33360.1,[33326.5905903],27.366,2021-10-07 13:03:42
2021-10-07 09:33:42-04:00,23.565,20.172222222222224,33705.0,[33326.5905903],27.565,2021-10-07 13:33:42
2021-10-07 10:03:42-04:00,23.658,20.2,33845.0,[33321.47795475],27.658,2021-10-07 14:03:42
2021-10-07 10:33:42-04:00,23.63,20.25,33845.0,[33321.47795475],27.63,2021-10-07 14:33:42
2021-10-07 11:03:42-04:00,23.621,20.23888888888889,33825.9,[33316.36531919],27.621,2021-10-07 15:03:42
2021-10-07 11:33:42-04:00,23.44,20.32222222222222,33651.2,[33316.36531919],27.44,2021-10-07 15:33:42
2021-10-07 12:03:42-04:00,23.405,20.511111111111116,33739.9,[33311.25268358],27.405,2021-10-07 16:03:42
2021-10-07 12:33:42-04:00,23.735,20.488888888888887,34154.7,[33311.25268358],27.735,2021-10-07 16:33:42
2021-10-07 13:03:42-04:00,23.807,20.522222222222226,34272.3,[33306.14004803],27.807,2021-10-07 17:03:42
2021-10-07 13:33:42-04:00,23.777,20.522222222222226,34233.0,[33306.14004803],27.777,2021-10-07 17:33:42
2021-10-07 14:03:42-04:00,23.754,20.822222222222223,34420.4,[33301.02741241],27.754,2021-10-07 18:03:42
2021-10-07 14:33:42-04:00,23.496,21.05,34246.1,[33301.02741241],27.496,2021-10-07 18:33:42
2021-10-07 15:03:42-04:00,23.983,21.12222222222222,34940.8,[33295.9147768],27.983,2021-10-07 19:03:42
2021-10-07 15:33:42-04:00,23.788,21.12222222222222,34683.7,[33295.9147768],27.788,2021-10-07 19:33:42
2021-10-07 16:03:42-04:00,24.065,21.18888888888889,35098.3,[33290.80214125],28.065,2021-10-07 20:03:42
2021-10-07 16:33:42-04:00,23.862,21.22777777777777,34859.2,[33290.80214125],27.862,2021-10-07 20:33:42
2021-10-07 17:03:42-04:00,23.766,21.272222222222226,34764.5,[33285.6895057],27.766,2021-10-07 21:03:42
2021-10-07 17:33:42-04:00,23.845,21.222222222222225,34832.1,[33285.6895057],27.845,2021-10-07 21:33:42
2021-10-07 18:03:42-04:00,23.686,21.127777777777776,34553.2,[33280.57687002],27.686,2021-10-07 22:03:42
2021-10-07 18:33:42-04:00,23.63,21.077777777777776,34443.6,[33280.57687002],27.63,2021-10-07 22:33:42
2021-10-07 19:03:42-04:00,23.591,21.12222222222222,34423.7,[33275.46423447],27.591,2021-10-07 23:03:42
2021-10-07 19:33:42-04:00,23.636,21.12222222222222,34483.4,[33275.46423447],27.636,2021-10-07 23:33:42
2021-10-07 20:03:42-04:00,23.567,21.06111111111111,34347.8,[33270.35159892],27.567,2021-10-08 00:03:42
2021-10-07 20:33:42-04:00,23.623,21.022222222222226,34394.0,[33270.35159892],27.623,2021-10-08 00:33:42
2021-10-07 21:03:42-04:00,23.757,21.022222222222226,34569.9,[33265.23896331],27.757,2021-10-08 01:03:42
2021-10-07 21:33:42-04:00,23.969,21.022222222222226,34849.0,[33265.23896331],27.969,2021-10-08 01:33:42
2021-10-07 22:03:42-04:00,24.078,20.98888888888889,34968.1,[33260.12632769],28.078,2021-10-08 02:03:42
2021-10-07 22:33:42-04:00,24.069,20.95,34927.2,[33260.12632769],28.069,2021-10-08 02:33:42
2021-10-07 23:03:42-04:00,24.198,20.98888888888889,35125.8,[33255.01369214],28.198,2021-10-08 03:03:42
2021-10-07 23:33:42-04:00,24.208,20.97222222222222,35125.8,[33255.01369214],28.208,2021-10-08 03:33:42
2021-10-08 00:03:42-04:00,24.189,20.97777777777778,35105.1,[33249.90105653],28.189,2021-10-08 04:03:42
2021-10-08 00:33:42-04:00,24.197,20.97222222222222,35112.0,[33249.90105653],28.197,2021-10-08 04:33:42
2021-10-08 01:03:42-04:00,24.201,20.761111111111116,34961.2,[33244.78842098],28.201,2021-10-08 05:03:42
2021-10-08 01:33:42-04:00,24.215,20.777777777777786,34992.0,[33244.78842098],28.215,2021-10-08 05:33:42
2021-10-08 02:03:42-04:00,24.386,20.83888888888889,35260.6,[33239.67578542],28.386,2021-10-08 06:03:42
2021-10-08 02:33:42-04:00,24.359,20.85,35232.9,[33239.67578542],28.359,2021-10-08 06:33:42
2021-10-08 03:03:42-04:00,24.309,20.822222222222223,35146.5,[33234.56314975],28.309,2021-10-08 07:03:42
2021-10-08 03:33:42-04:00,24.166,20.700000000000003,34869.4,[33234.56314975],28.166,2021-10-08 07:33:42
2021-10-08 04:03:42-04:00,23.838,20.300000000000004,34151.4,[33229.4505142],27.838,2021-10-08 08:03:42
2021-10-08 04:33:42-04:00,23.765,20.23888888888889,34012.0,[33229.4505142],27.765,2021-10-08 08:33:42
2021-10-08 05:03:42-04:00,23.749,20.222222222222225,33979.8,[33224.33787864],27.749,2021-10-08 09:03:42
2021-10-08 05:33:42-04:00,23.583,20.100000000000005,33676.5,[33224.33787864],27.583,2021-10-08 09:33:42
2021-10-08 06:03:42-04:00,23.591,20.05,33651.2,[33219.22524303],27.591,2021-10-08 10:03:42
2021-10-08 06:33:42-04:00,23.526,20.088888888888885,33594.5,[33219.22524303],27.526,2021-10-08 10:33:42
2021-10-08 07:03:42-04:00,23.64,20.07777777777778,33733.6,[33214.11260742],27.64,2021-10-08 11:03:42
2021-10-08 07:33:42-04:00,23.64,20.100000000000005,33749.4,[33214.11260742],27.64,2021-10-08 11:33:42
2021-10-08 08:03:42-04:00,23.617,20.33888888888889,33893.0,[33208.99997187],27.617,2021-10-08 12:03:42
2021-10-08 08:33:42-04:00,23.851,20.488888888888887,34305.1,[33208.99997187],27.851,2021-10-08 12:33:42
2021-10-08 09:03:42-04:00,24.013,20.55,34559.9,[33203.88733625],28.013,2021-10-08 13:03:42
2021-10-08 09:33:42-04:00,23.979,20.52777777777778,34500.0,[33203.88733625],27.979,2021-10-08 13:33:42
2021-10-08 10:03:42-04:00,23.969,20.55,34503.3,[33198.7747007],27.969,2021-10-08 14:03:42
2021-10-08 10:33:42-04:00,24.068,20.738888888888887,34771.2,[33198.7747007],28.068,2021-10-08 14:33:42
2021-10-08 11:03:42-04:00,24.157,20.65,34821.9,[33193.66206515],28.157,2021-10-08 15:03:42
2021-10-08 11:33:42-04:00,23.497,20.538888888888888,33880.2,[33193.66206515],27.497,2021-10-08 15:33:42
2021-10-08 12:03:42-04:00,23.671,20.622222222222224,34167.7,[33188.54942948],27.671,2021-10-08 16:03:42
2021-10-08 12:33:42-04:00,23.534,20.677777777777777,34028.2,[33188.54942948],27.534,2021-10-08 16:33:42
2021-10-08 13:03:42-04:00,23.615,20.777777777777786,34206.8,[33183.43679392],27.615,2021-10-08 17:03:42
2021-10-08 13:33:42-04:00,23.558,21.0,34292.0,[33183.43679392],27.558,2021-10-08 17:33:42
2021-10-08 14:03:42-04:00,23.603,21.17777777777778,34480.1,[33178.32415837],27.603,2021-10-08 18:03:42
2021-10-08 14:33:42-04:00,23.604,21.25,34533.2,[33178.32415837],27.604,2021-10-08 18:33:42
2021-10-08 15:03:42-04:00,23.563,21.36111111111111,34559.9,[33173.21152276],27.563,2021-10-08 19:03:42
2021-10-08 15:33:42-04:00,23.568,21.43888888888889,34623.3,[33173.21152276],27.568,2021-10-08 19:33:42
2021-10-08 16:03:42-04:00,23.507,21.47777777777777,34569.9,[33168.09888715],27.507,2021-10-08 20:03:42
2021-10-08 16:33:42-04:00,23.514,21.48888888888889,34586.6,[33168.09888715],27.514,2021-10-08 20:33:42
2021-10-08 17:03:42-04:00,23.065,21.11111111111111,33720.9,[33162.98625159],27.065,2021-10-08 21:03:42
2021-10-08 17:33:42-04:00,22.634,20.91111111111111,33010.2,[33162.98625159],26.634,2021-10-08 21:33:42
2021-10-08 18:03:42-04:00,22.817,21.06111111111111,33357.0,[33157.87361598],26.817,2021-10-08 22:03:42
