Year Day	Temperature C	CO2	Battery Voltage
215.5626	19.74	712.6	11.59
215.5834	19.53	756.8	11.60
215.6043	18.35	750.5	11.59
215.6251	19.16	841.1	11.59
215.6459	20.11	992.8	11.59
215.6668	19.24	909.9	11.59
215.6876	18.85	787.7	11.59
215.7084	19.02	784.9	11.59
215.7293	18.83	750.8	11.59
215.7501	18.68	711.6	11.59
215.7709	18.92	775.3	11.59
215.7918	19.00	707.3	11.59
215.8126	19.31	807.9	11.59
215.8334	19.38	814.4	11.59
215.8543	20.04	795.2	11.59
215.8751	19.38	810.1	11.59
215.8959	18.78	781.3	11.59
215.9168	20.30	788.8	11.59
215.9376	19.55	701.6	11.59
215.9584	19.19	707.7	11.59
215.9793	19.74	723.9	11.59
216.0001	20.11	737.6	11.59
216.0209	20.50	726.5	11.59
216.0418	20.94	727.7	11.60
216.0626	20.97	672.5	11.60
216.0834	20.45	641.8	11.60
216.1043	20.18	695.1	11.60
216.1251	17.83	699.2	11.59
216.1459	20.30	810.1	11.59
216.1668	18.92	729.2	11.59
216.1876	20.18	733.9	11.59
216.2084	18.90	634.8	11.59
216.2293	18.71	597.7	11.59
216.2501	18.64	575.2	11.59
216.2709	18.68	493.6	11.58
216.2918	18.73	523.7	11.58
216.3126	18.78	467.9	11.58
216.3334	18.59	582.7	11.58
216.3543	18.49	629.2	11.58
216.3751	18.47	674.9	11.58
216.3959	17.95	646.9	11.58
216.4168	18.49	739.3	11.58
216.4376	18.68	740.8	11.58
216.4584	18.66	741.4	11.58
216.4793	18.76	747.0	11.58
216.5001	19.04	740.0	11.58
216.5209	19.65	756.9	11.58
216.5418	20.08	791.5	11.58
216.5626	20.04	801.5	11.59
216.5834	20.50	782.2	11.59
216.6043	20.74	765.9	11.59
216.6251	20.65	778.4	11.59
216.6459	20.52	887.2	11.59
216.6668	20.25	907.4	11.59
216.6876	20.13	867.9	11.59
216.7084	19.87	804.9	11.59
216.7293	19.70	844.6	11.59
216.7501	19.02	828.0	11.59
216.7709	18.83	831.0	11.59
216.7918	19.19	882.8	11.58
216.8126	19.36	898.9	11.58
216.8334	19.00	802.0	11.58
216.8543	20.08	762.8	11.58
216.8751	19.70	782.9	11.59
216.8959	19.04	769.2	11.59
216.9168	18.97	760.3	11.59
216.9376	18.76	727.3	11.58
216.9584	18.78	699.5	11.58
216.9793	18.37	699.1	11.58
217.0001	18.85	658.1	11.58
217.0209	18.85	631.5	11.58
217.0418	18.97	630.1	11.58
217.0626	18.85	584.0	11.58
217.0834	18.68	476.8	11.58
217.1043	18.47	510.2	11.58
217.1251	19.41	455.0	11.58
217.1459	17.52	483.1	11.58
217.1668	17.14	492.4	11.57
217.1876	18.88	533.5	11.57
217.2084	18.21	519.9	11.57
217.2293	18.14	495.2	11.57
217.2501	17.43	355.1	11.57
217.2709	17.83	276.9	11.57
217.2918	17.78	329.2	11.56
217.3126	17.71	390.0	11.57
217.3334	17.80	375.4	11.57
217.3543	17.33	415.4	11.56
217.3751	17.26	448.3	11.56
217.3959	17.05	500.7	11.56
217.4168	16.77	547.7	11.56
217.4376	16.53	583.1	11.56
217.4584	16.84	640.9	11.56
217.4793	17.36	641.7	11.56
217.5001	17.43	674.7	11.56
217.5209	18.64	706.3	11.56
217.5418	18.49	699.4	11.56
217.5626	17.85	644.1	11.57
217.5834	18.04	694.8	11.57
